OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0004641,Wholesale,WARE-UHY1004,8/23/2019,11/23/2019,12/11/2019,12/13/2019,USD,26,22,236,20,3,0.2,"1,051.90",662.70
SO - 0004642,Online,WARE-NMK1003,8/23/2019,11/23/2019,11/30/2019,12/3/2019,USD,19,33,122,1,2,0.15,964.80,405.22
SO - 0004643,Wholesale,WARE-XYS1001,8/23/2019,11/23/2019,11/28/2019,12/4/2019,USD,26,8,38,41,3,0.1,"1,098.80",516.44
SO - 0004644,Wholesale,WARE-UHY1004,8/23/2019,11/23/2019,11/30/2019,12/9/2019,USD,26,8,261,4,7,0.4,"2,586.20","1,370.69"
SO - 0004645,In-Store,WARE-PUJ1005,8/23/2019,11/23/2019,12/16/2019,12/24/2019,USD,4,46,302,1,7,0.1,"5,634.70","3,268.13"
SO - 0004646,Online,WARE-UHY1004,8/23/2019,11/24/2019,12/19/2019,12/23/2019,USD,14,42,233,26,5,0.075,"3,859.20","2,855.81"
SO - 0004647,In-Store,WARE-MKL1006,8/23/2019,11/24/2019,12/14/2019,12/19/2019,USD,9,5,343,17,4,0.3,207.70,95.54
SO - 0004648,Online,WARE-NMK1003,8/23/2019,11/24/2019,12/1/2019,12/11/2019,USD,16,12,99,25,8,0.05,"1,139.00",615.06
SO - 0004649,In-Store,WARE-NMK1003,8/23/2019,11/24/2019,12/9/2019,12/15/2019,USD,7,13,89,14,3,0.15,"3,986.50","2,910.15"
SO - 0004650,Online,WARE-NMK1003,8/23/2019,11/24/2019,12/22/2019,12/31/2019,USD,15,18,128,15,3,0.05,944.70,377.88
SO - 0004651,Online,WARE-XYS1001,8/23/2019,11/24/2019,12/9/2019,12/13/2019,USD,14,13,50,32,4,0.1,884.40,389.14
SO - 0004652,In-Store,WARE-PUJ1005,8/23/2019,11/24/2019,12/6/2019,12/12/2019,USD,5,42,323,47,1,0.075,"1,118.90",760.85
SO - 0004653,Distributor,WARE-XYS1001,8/23/2019,11/24/2019,12/1/2019,12/4/2019,USD,25,21,9,31,4,0.05,"1,232.80",788.99
SO - 0004654,In-Store,WARE-NMK1003,8/23/2019,11/24/2019,12/13/2019,12/14/2019,USD,8,3,151,47,6,0.075,194.30,128.24
SO - 0004655,In-Store,WARE-MKL1006,8/23/2019,11/24/2019,12/7/2019,12/10/2019,USD,12,34,355,24,5,0.05,"1,025.10",625.31
SO - 0004656,In-Store,WARE-UHY1004,8/23/2019,11/24/2019,12/1/2019,12/2/2019,USD,8,7,209,8,7,0.075,"3,919.50","2,430.09"
SO - 0004657,Online,WARE-UHY1004,8/23/2019,11/24/2019,12/12/2019,12/14/2019,USD,14,2,238,25,6,0.075,"1,782.20",962.39
SO - 0004658,In-Store,WARE-UHY1004,8/23/2019,11/24/2019,12/3/2019,12/12/2019,USD,5,48,257,22,8,0.075,"2,278.00","1,116.22"
SO - 0004659,In-Store,WARE-PUJ1005,8/23/2019,11/25/2019,12/21/2019,12/26/2019,USD,1,47,317,3,5,0.05,"2,532.60","2,076.73"
SO - 0004660,Distributor,WARE-PUJ1005,8/23/2019,11/25/2019,12/2/2019,12/10/2019,USD,23,39,311,38,8,0.1,"3,999.90","2,319.94"
SO - 0004661,Distributor,WARE-XYS1001,8/23/2019,11/25/2019,12/16/2019,12/21/2019,USD,24,8,56,43,2,0.075,"1,829.10",749.93
SO - 0004662,In-Store,WARE-NMK1003,8/23/2019,11/25/2019,11/28/2019,12/8/2019,USD,8,37,155,36,6,0.05,"5,949.60","2,498.83"
SO - 0004663,Online,WARE-NMK1003,8/23/2019,11/25/2019,11/28/2019,12/6/2019,USD,12,25,96,2,3,0.05,"1,065.30",777.67
SO - 0004664,Online,WARE-NBV1002,8/23/2019,11/25/2019,12/2/2019,12/8/2019,USD,19,31,82,23,7,0.4,"1,105.50",519.59
SO - 0004665,In-Store,WARE-UHY1004,8/23/2019,11/25/2019,11/27/2019,11/30/2019,USD,7,16,211,14,8,0.05,"2,680.00","1,688.40"
SO - 0004666,In-Store,WARE-PUJ1005,8/23/2019,11/26/2019,11/28/2019,12/3/2019,USD,8,27,278,23,1,0.2,777.20,536.27
SO - 0004667,Wholesale,WARE-UHY1004,8/23/2019,11/26/2019,12/10/2019,12/14/2019,USD,25,26,248,22,3,0.075,"3,865.90","1,855.63"
SO - 0004668,In-Store,WARE-MKL1006,8/23/2019,11/26/2019,12/13/2019,12/15/2019,USD,3,26,353,30,2,0.1,"2,003.30","1,161.91"
SO - 0004669,Distributor,WARE-UHY1004,8/23/2019,11/26/2019,12/24/2019,12/29/2019,USD,21,46,248,38,5,0.1,"6,210.90","2,857.01"
SO - 0004670,Online,WARE-PUJ1005,8/23/2019,11/26/2019,12/10/2019,12/18/2019,USD,19,49,278,16,7,0.05,"2,579.50","2,037.81"
SO - 0004671,In-Store,WARE-XYS1001,8/23/2019,11/26/2019,12/9/2019,12/16/2019,USD,8,37,9,3,3,0.05,201.00,118.59
SO - 0004672,Online,WARE-XYS1001,8/23/2019,11/26/2019,12/5/2019,12/10/2019,USD,17,29,41,30,8,0.15,"1,721.90",929.83
SO - 0004673,Online,WARE-PUJ1005,8/23/2019,11/26/2019,12/21/2019,12/25/2019,USD,18,40,320,28,4,0.075,"5,232.70","3,924.53"
SO - 0004674,In-Store,WARE-NMK1003,8/23/2019,11/26/2019,12/5/2019,12/7/2019,USD,6,19,174,44,7,0.2,"5,413.60","2,869.21"
SO - 0004675,Online,WARE-NBV1002,8/23/2019,11/27/2019,12/13/2019,12/20/2019,USD,18,36,81,36,3,0.2,"1,011.70",607.02
SO - 0004676,In-Store,WARE-PUJ1005,8/23/2019,11/27/2019,12/15/2019,12/20/2019,USD,1,23,281,16,3,0.05,"4,006.60","2,524.16"
SO - 0004677,In-Store,WARE-NMK1003,8/23/2019,11/27/2019,12/14/2019,12/18/2019,USD,4,2,166,20,3,0.075,"1,855.90","1,373.37"
SO - 0004678,Online,WARE-NMK1003,8/23/2019,11/27/2019,12/1/2019,12/6/2019,USD,16,16,128,44,4,0.075,"3,651.50","2,921.20"
SO - 0004679,In-Store,WARE-MKL1006,8/23/2019,11/27/2019,12/9/2019,12/16/2019,USD,4,12,359,20,8,0.2,187.60,99.43
SO - 0004680,Distributor,WARE-UHY1004,8/23/2019,11/27/2019,12/23/2019,12/25/2019,USD,25,3,211,33,5,0.4,"1,125.60",607.82
SO - 0004681,Online,WARE-XYS1001,8/23/2019,11/27/2019,12/8/2019,12/9/2019,USD,17,1,10,33,1,0.075,"5,045.10","3,027.06"
SO - 0004682,In-Store,WARE-PUJ1005,8/23/2019,11/27/2019,12/14/2019,12/24/2019,USD,11,20,320,16,4,0.15,214.40,150.08
SO - 0004683,In-Store,WARE-MKL1006,8/23/2019,11/27/2019,12/23/2019,12/29/2019,USD,8,5,335,39,7,0.075,"1,876.00","1,331.96"
SO - 0004684,Wholesale,WARE-NMK1003,8/23/2019,11/27/2019,12/14/2019,12/23/2019,USD,25,17,188,38,3,0.075,"1,125.60",551.54
SO - 0004685,Online,WARE-NBV1002,8/23/2019,11/27/2019,12/8/2019,12/12/2019,USD,17,41,85,21,1,0.075,"3,986.50","2,989.88"
SO - 0004686,Online,WARE-NMK1003,8/23/2019,11/27/2019,12/20/2019,12/28/2019,USD,12,13,165,3,6,0.075,"6,204.20","4,901.32"
SO - 0004687,In-Store,WARE-PUJ1005,8/23/2019,11/28/2019,12/14/2019,12/20/2019,USD,3,49,314,4,8,0.075,"1,065.30",767.02
SO - 0004688,Distributor,WARE-MKL1006,8/23/2019,11/28/2019,12/19/2019,12/27/2019,USD,24,29,330,4,5,0.2,"1,038.50",633.49
SO - 0004689,Online,WARE-UHY1004,8/23/2019,11/28/2019,12/21/2019,12/24/2019,USD,17,36,248,37,3,0.1,"6,539.20","3,138.82"
SO - 0004690,Wholesale,WARE-UHY1004,8/23/2019,11/28/2019,12/17/2019,12/26/2019,USD,28,41,206,36,4,0.1,"1,011.70",526.08
SO - 0004691,Wholesale,WARE-NMK1003,8/23/2019,11/28/2019,12/26/2019,12/30/2019,USD,28,33,161,46,7,0.05,"3,242.80","2,561.81"
SO - 0004692,Distributor,WARE-UHY1004,8/23/2019,11/28/2019,12/6/2019,12/16/2019,USD,21,35,241,31,2,0.05,"1,721.90",843.73
SO - 0004693,Online,WARE-XYS1001,8/23/2019,11/28/2019,12/9/2019,12/10/2019,USD,17,6,56,28,2,0.075,"3,986.50","2,910.15"
SO - 0004694,Online,WARE-XYS1001,8/23/2019,11/29/2019,12/9/2019,12/14/2019,USD,18,40,52,45,3,0.15,"1,728.60","1,279.16"
SO - 0004695,Online,WARE-MKL1006,8/23/2019,11/29/2019,12/14/2019,12/22/2019,USD,15,28,335,38,3,0.075,201.00,106.53
SO - 0004696,Distributor,WARE-PUJ1005,8/23/2019,11/29/2019,12/17/2019,12/18/2019,USD,25,42,304,8,1,0.15,971.50,582.90
SO - 0004697,In-Store,WARE-XYS1001,8/23/2019,11/29/2019,12/26/2019,12/31/2019,USD,3,24,33,16,4,0.3,958.10,594.02
SO - 0004698,In-Store,WARE-NBV1002,8/23/2019,11/29/2019,12/1/2019,12/10/2019,USD,6,25,83,14,8,0.4,"3,953.00","1,818.38"
SO - 0004699,Online,WARE-NMK1003,8/23/2019,11/29/2019,12/10/2019,12/18/2019,USD,15,14,89,21,1,0.2,"1,239.50",706.52
SO - 0004700,Distributor,WARE-NMK1003,8/23/2019,11/29/2019,12/14/2019,12/17/2019,USD,23,20,128,29,4,0.05,"5,621.30","4,215.98"
SO - 0004701,Online,WARE-NMK1003,8/23/2019,11/29/2019,12/12/2019,12/17/2019,USD,18,40,90,10,1,0.075,"3,839.10","1,881.16"
SO - 0004702,Wholesale,WARE-PUJ1005,8/23/2019,11/29/2019,12/12/2019,12/22/2019,USD,27,41,307,8,2,0.05,"2,519.20","1,309.98"
SO - 0004703,Online,WARE-NMK1003,8/23/2019,11/29/2019,12/20/2019,12/22/2019,USD,18,37,153,23,1,0.05,"1,005.00",572.85
SO - 0004704,Distributor,WARE-XYS1001,8/23/2019,11/29/2019,12/8/2019,12/11/2019,USD,24,2,21,31,7,0.05,"1,212.70",933.78
SO - 0004705,Wholesale,WARE-UHY1004,8/23/2019,11/29/2019,12/6/2019,12/14/2019,USD,27,5,249,29,4,0.075,"5,031.70","2,364.90"
SO - 0004706,Wholesale,WARE-XYS1001,8/23/2019,11/30/2019,12/16/2019,12/17/2019,USD,28,25,47,25,6,0.075,"2,418.70","1,330.29"
SO - 0004707,Online,WARE-XYS1001,8/23/2019,11/30/2019,12/9/2019,12/18/2019,USD,20,11,14,44,3,0.075,"1,085.40",716.36
SO - 0004708,In-Store,WARE-MKL1006,8/23/2019,11/30/2019,12/25/2019,12/27/2019,USD,8,8,351,2,3,0.1,"5,728.50","3,207.96"
SO - 0004709,In-Store,WARE-MKL1006,8/23/2019,11/30/2019,12/10/2019,12/18/2019,USD,1,13,341,33,7,0.2,214.40,122.21
SO - 0004710,In-Store,WARE-PUJ1005,8/23/2019,11/30/2019,12/7/2019,12/16/2019,USD,2,35,283,46,7,0.075,891.10,525.75
SO - 0004711,Wholesale,WARE-XYS1001,8/23/2019,11/30/2019,12/10/2019,12/11/2019,USD,26,47,55,37,3,0.05,"1,065.30",639.18
SO - 0004712,Online,WARE-PUJ1005,8/23/2019,11/30/2019,12/9/2019,12/19/2019,USD,18,25,271,10,1,0.05,"6,277.90","3,892.30"
SO - 0004713,Wholesale,WARE-NMK1003,8/23/2019,11/30/2019,12/5/2019,12/6/2019,USD,27,7,182,14,4,0.15,"1,085.40",868.32
SO - 0004714,In-Store,WARE-UHY1004,8/23/2019,11/30/2019,12/8/2019,12/12/2019,USD,11,32,222,3,8,0.4,"5,393.50","3,128.23"
SO - 0004715,Distributor,WARE-NMK1003,8/23/2019,11/30/2019,12/19/2019,12/28/2019,USD,25,32,113,7,7,0.05,234.50,119.60
SO - 0004716,In-Store,WARE-NMK1003,8/23/2019,12/1/2019,12/4/2019,12/10/2019,USD,11,2,198,20,6,0.075,978.20,410.84
SO - 0004717,In-Store,WARE-NMK1003,8/23/2019,12/1/2019,12/22/2019,12/27/2019,USD,8,43,190,2,6,0.2,254.60,155.31
SO - 0004718,Wholesale,WARE-NMK1003,8/23/2019,12/1/2019,12/22/2019,12/26/2019,USD,27,38,189,44,7,0.2,"1,252.90","1,052.44"
SO - 0004719,Distributor,WARE-MKL1006,8/23/2019,12/1/2019,12/17/2019,12/27/2019,USD,23,33,336,23,8,0.075,"1,098.80",813.11
SO - 0004720,Online,WARE-MKL1006,8/23/2019,12/1/2019,12/16/2019,12/26/2019,USD,19,6,355,39,4,0.075,"1,058.60",592.82
SO - 0004721,In-Store,WARE-PUJ1005,8/23/2019,12/1/2019,12/15/2019,12/25/2019,USD,12,21,270,38,8,0.05,201.00,132.66
SO - 0004722,In-Store,WARE-UHY1004,8/23/2019,12/1/2019,12/17/2019,12/22/2019,USD,1,44,213,3,4,0.075,"1,045.20",867.52
SO - 0004723,Online,WARE-PUJ1005,8/23/2019,12/1/2019,12/3/2019,12/13/2019,USD,14,3,291,8,6,0.05,"2,358.40","1,132.03"
SO - 0004724,In-Store,WARE-NMK1003,8/23/2019,12/1/2019,12/26/2019,1/3/2020,USD,9,43,133,44,4,0.15,"2,572.80","1,132.03"
SO - 0004725,Online,WARE-UHY1004,8/23/2019,12/2/2019,12/29/2019,1/4/2020,USD,15,26,260,13,5,0.05,"1,065.30",585.92
SO - 0004726,Online,WARE-NMK1003,8/23/2019,12/2/2019,12/29/2019,1/2/2020,USD,18,38,169,18,1,0.05,"2,298.10","1,884.44"
SO - 0004727,Wholesale,WARE-XYS1001,8/23/2019,12/2/2019,12/26/2019,12/29/2019,USD,27,5,8,7,2,0.1,"2,814.00","1,997.94"
SO - 0004728,In-Store,WARE-NMK1003,8/23/2019,12/2/2019,12/20/2019,12/28/2019,USD,10,42,112,19,7,0.2,"1,118.90",760.85
SO - 0004729,Online,WARE-NBV1002,8/23/2019,12/2/2019,12/25/2019,1/1/2020,USD,15,30,87,44,4,0.4,"1,098.80",472.48
SO - 0004730,Distributor,WARE-XYS1001,8/23/2019,12/2/2019,12/15/2019,12/24/2019,USD,21,45,17,29,8,0.075,"1,855.90",760.92
SO - 0004731,Online,WARE-XYS1001,8/23/2019,12/2/2019,12/30/2019,1/9/2020,USD,19,47,2,3,7,0.05,"2,532.60","1,696.84"
SO - 0004732,In-Store,WARE-NMK1003,8/23/2019,12/2/2019,12/13/2019,12/19/2019,USD,11,43,145,40,6,0.1,"1,340.00",737.00
SO - 0004733,In-Store,WARE-XYS1001,8/23/2019,12/3/2019,12/28/2019,1/1/2020,USD,6,9,35,4,4,0.15,"1,728.60","1,382.88"
SO - 0004734,In-Store,WARE-NMK1003,8/23/2019,12/3/2019,12/31/2019,1/8/2020,USD,10,23,122,42,8,0.05,"1,105.50",486.42
SO - 0004735,Wholesale,WARE-PUJ1005,8/23/2019,12/3/2019,12/6/2019,12/11/2019,USD,25,29,296,23,8,0.075,850.90,485.01
SO - 0004736,Online,WARE-NMK1003,8/23/2019,12/3/2019,12/25/2019,12/26/2019,USD,17,11,95,11,1,0.4,"5,118.80","3,020.09"
SO - 0004737,Wholesale,WARE-MKL1006,8/23/2019,12/3/2019,12/7/2019,12/12/2019,USD,28,25,355,14,4,0.4,"2,318.20","1,460.47"
SO - 0004738,Wholesale,WARE-UHY1004,8/23/2019,12/3/2019,12/12/2019,12/20/2019,USD,28,30,212,21,3,0.075,837.50,644.88
SO - 0004739,Online,WARE-PUJ1005,8/23/2019,12/3/2019,12/17/2019,12/22/2019,USD,13,5,265,19,8,0.4,"1,996.60","1,337.72"
SO - 0004740,Distributor,WARE-PUJ1005,8/23/2019,12/3/2019,12/31/2019,1/9/2020,USD,21,1,298,5,7,0.3,"4,006.60","3,004.95"
SO - 0004741,In-Store,WARE-UHY1004,8/23/2019,12/4/2019,12/14/2019,12/22/2019,USD,12,13,243,6,2,0.05,"1,051.90",683.74
SO - 0004742,In-Store,WARE-UHY1004,8/23/2019,12/4/2019,12/7/2019,12/11/2019,USD,11,1,250,38,1,0.05,"3,946.30","2,525.63"
SO - 0004743,Online,WARE-XYS1001,8/23/2019,12/4/2019,12/10/2019,12/11/2019,USD,13,3,41,46,5,0.4,984.90,472.75
SO - 0004744,Online,WARE-PUJ1005,8/23/2019,12/4/2019,12/21/2019,12/31/2019,USD,13,43,289,24,8,0.075,"2,934.60","1,496.65"
SO - 0004745,In-Store,WARE-NMK1003,8/23/2019,12/4/2019,12/7/2019,12/14/2019,USD,12,38,201,40,8,0.2,"3,798.90","2,925.15"
SO - 0004746,In-Store,WARE-PUJ1005,8/23/2019,12/4/2019,12/6/2019,12/7/2019,USD,12,30,305,8,2,0.1,"3,819.00","3,055.20"
SO - 0004747,Online,WARE-NMK1003,8/23/2019,12/4/2019,12/19/2019,12/26/2019,USD,16,13,176,29,2,0.1,"1,869.30","1,476.75"
SO - 0004748,Distributor,WARE-NMK1003,8/23/2019,12/4/2019,12/16/2019,12/22/2019,USD,23,35,179,36,2,0.05,"1,132.30",486.89
SO - 0004749,In-Store,WARE-NMK1003,8/23/2019,12/5/2019,12/22/2019,12/25/2019,USD,12,11,103,34,2,0.15,817.40,678.44
SO - 0004750,In-Store,WARE-NMK1003,8/23/2019,12/5/2019,12/31/2019,1/6/2020,USD,9,28,142,37,3,0.15,"1,125.60",461.50
SO - 0004751,In-Store,WARE-PUJ1005,8/23/2019,12/5/2019,12/22/2019,12/27/2019,USD,10,32,293,10,7,0.15,"1,172.50",515.90
SO - 0004752,In-Store,WARE-PUJ1005,8/23/2019,12/5/2019,12/29/2019,1/4/2020,USD,9,50,297,38,8,0.05,"1,152.40",749.06
SO - 0004753,Wholesale,WARE-PUJ1005,8/23/2019,12/5/2019,12/30/2019,1/8/2020,USD,26,15,270,16,7,0.05,"6,170.70","3,270.47"
SO - 0004754,In-Store,WARE-XYS1001,8/23/2019,12/5/2019,12/23/2019,1/1/2020,USD,6,33,12,47,7,0.075,"6,304.70","5,106.81"
SO - 0004755,Distributor,WARE-XYS1001,8/23/2019,12/5/2019,12/8/2019,12/11/2019,USD,23,26,33,31,1,0.075,857.60,711.81
SO - 0004756,Distributor,WARE-NMK1003,8/23/2019,12/6/2019,12/14/2019,12/16/2019,USD,21,5,183,25,6,0.2,"5,051.80","2,020.72"
SO - 0004757,In-Store,WARE-NBV1002,8/23/2019,12/6/2019,12/21/2019,12/27/2019,USD,7,1,80,12,3,0.05,268.00,125.96
SO - 0004758,Online,WARE-XYS1001,8/23/2019,12/6/2019,12/17/2019,12/18/2019,USD,19,34,58,9,2,0.1,"1,132.30",837.90
SO - 0004759,Online,WARE-NMK1003,8/23/2019,12/6/2019,12/19/2019,12/26/2019,USD,15,2,91,27,1,0.05,"3,309.80","1,886.59"
SO - 0004760,Online,WARE-UHY1004,8/23/2019,12/6/2019,12/28/2019,1/7/2020,USD,19,44,252,28,7,0.05,931.30,400.46
SO - 0004761,Online,WARE-MKL1006,8/23/2019,12/6/2019,12/18/2019,12/26/2019,USD,15,39,339,42,1,0.3,"2,331.60","1,002.59"
SO - 0004762,Distributor,WARE-NMK1003,8/23/2019,12/6/2019,12/29/2019,1/6/2020,USD,22,14,182,7,7,0.1,"5,065.20","2,026.08"
SO - 0004763,Online,WARE-XYS1001,8/23/2019,12/6/2019,12/30/2019,1/9/2020,USD,15,44,45,19,3,0.05,837.50,653.25
SO - 0004764,Wholesale,WARE-UHY1004,8/23/2019,12/6/2019,12/30/2019,1/3/2020,USD,27,34,232,13,2,0.05,690.10,282.94
SO - 0004765,In-Store,WARE-UHY1004,8/23/2019,12/7/2019,12/9/2019,12/14/2019,USD,2,34,230,31,7,0.05,"2,626.40","1,575.84"
SO - 0004766,In-Store,WARE-XYS1001,8/23/2019,12/7/2019,12/18/2019,12/21/2019,USD,8,47,10,31,2,0.15,"2,425.40","1,479.49"
SO - 0004767,Distributor,WARE-PUJ1005,8/23/2019,12/7/2019,12/16/2019,12/20/2019,USD,24,9,312,28,3,0.075,"3,865.90","3,247.36"
SO - 0004768,Online,WARE-PUJ1005,8/23/2019,12/7/2019,12/24/2019,12/31/2019,USD,16,19,274,34,2,0.075,783.90,501.70
SO - 0004769,Distributor,WARE-UHY1004,8/23/2019,12/7/2019,12/23/2019,1/1/2020,USD,20,7,238,19,8,0.075,"5,112.10","3,322.87"
SO - 0004770,In-Store,WARE-XYS1001,8/23/2019,12/7/2019,12/19/2019,12/25/2019,USD,3,10,39,15,6,0.1,"1,809.00","1,049.22"
SO - 0004771,In-Store,WARE-NMK1003,8/23/2019,12/7/2019,12/20/2019,12/21/2019,USD,4,37,154,9,6,0.1,"2,673.30","1,764.38"
SO - 0004772,Online,WARE-PUJ1005,8/23/2019,12/8/2019,12/30/2019,1/6/2020,USD,19,41,318,21,6,0.075,"3,973.10","2,781.17"
SO - 0004773,Distributor,WARE-XYS1001,8/23/2019,12/8/2019,12/19/2019,12/25/2019,USD,23,34,19,46,2,0.15,"1,862.60","1,229.32"
SO - 0004774,Wholesale,WARE-PUJ1005,8/23/2019,12/8/2019,12/20/2019,12/25/2019,USD,28,15,316,29,3,0.15,958.10,526.96
SO - 0004775,Online,WARE-NMK1003,8/23/2019,12/8/2019,12/18/2019,12/26/2019,USD,14,27,189,25,8,0.3,911.20,774.52
SO - 0004776,Wholesale,WARE-PUJ1005,8/23/2019,12/9/2019,12/25/2019,1/4/2020,USD,27,21,278,45,6,0.15,"1,025.10",410.04
SO - 0004777,Wholesale,WARE-XYS1001,8/23/2019,12/9/2019,1/2/2020,1/5/2020,USD,27,3,35,7,8,0.05,"2,224.40",934.25
SO - 0004778,In-Store,WARE-PUJ1005,8/23/2019,12/9/2019,12/13/2019,12/22/2019,USD,12,40,304,13,3,0.2,"2,358.40","1,768.80"
SO - 0004779,Online,WARE-UHY1004,8/23/2019,12/9/2019,1/3/2020,1/8/2020,USD,19,19,214,14,6,0.15,"3,946.30","2,525.63"
SO - 0004780,In-Store,WARE-PUJ1005,8/23/2019,12/9/2019,12/27/2019,1/2/2020,USD,9,7,327,34,7,0.05,911.20,428.26
SO - 0004781,Online,WARE-MKL1006,8/23/2019,12/9/2019,12/14/2019,12/21/2019,USD,16,27,342,37,5,0.05,777.20,466.32
SO - 0004782,Wholesale,WARE-PUJ1005,8/23/2019,12/9/2019,12/30/2019,1/3/2020,USD,26,36,312,36,6,0.075,"2,345.00","1,195.95"
SO - 0004783,Online,WARE-NBV1002,8/23/2019,12/9/2019,12/19/2019,12/28/2019,USD,12,41,61,38,6,0.05,"3,162.40","1,676.07"
SO - 0004784,Online,WARE-NMK1003,8/23/2019,12/10/2019,12/31/2019,1/5/2020,USD,13,26,165,20,5,0.15,"2,532.60","1,519.56"
SO - 0004785,In-Store,WARE-UHY1004,8/23/2019,12/10/2019,12/19/2019,12/25/2019,USD,5,25,212,10,3,0.15,201.00,90.45
SO - 0004786,Online,WARE-NBV1002,8/23/2019,12/10/2019,12/20/2019,12/25/2019,USD,13,35,75,11,2,0.05,"1,025.10",779.08
SO - 0004787,In-Store,WARE-NMK1003,8/23/2019,12/10/2019,12/16/2019,12/23/2019,USD,6,23,177,23,4,0.075,"3,484.00","1,567.80"
SO - 0004788,In-Store,WARE-UHY1004,8/23/2019,12/10/2019,1/6/2020,1/16/2020,USD,4,8,220,17,7,0.1,"2,592.90","2,048.39"
SO - 0004789,In-Store,WARE-XYS1001,8/23/2019,12/10/2019,12/12/2019,12/21/2019,USD,6,14,34,38,2,0.3,"2,773.80","1,692.02"
SO - 0004790,In-Store,WARE-XYS1001,8/23/2019,12/11/2019,1/8/2020,1/9/2020,USD,4,29,5,25,1,0.4,"1,085.40",607.82
SO - 0004791,Wholesale,WARE-NMK1003,8/23/2019,12/11/2019,12/17/2019,12/22/2019,USD,28,15,90,30,2,0.1,"3,912.80","3,208.50"
SO - 0004792,Online,WARE-XYS1001,8/23/2019,12/11/2019,12/24/2019,12/31/2019,USD,15,14,1,7,5,0.05,167.50,83.75
SO - 0004793,In-Store,WARE-XYS1001,8/23/2019,12/11/2019,12/16/2019,12/17/2019,USD,4,11,20,46,8,0.075,"1,795.60",897.80
SO - 0004794,In-Store,WARE-PUJ1005,8/23/2019,12/11/2019,12/17/2019,12/24/2019,USD,6,10,316,23,3,0.05,"3,892.70","2,841.67"
SO - 0004795,In-Store,WARE-PUJ1005,8/23/2019,12/11/2019,1/8/2020,1/17/2020,USD,12,27,276,21,1,0.1,174.20,83.62
SO - 0004796,Online,WARE-UHY1004,8/23/2019,12/11/2019,12/21/2019,12/22/2019,USD,19,34,215,36,6,0.05,"2,572.80","1,878.14"
SO - 0004797,Online,WARE-NMK1003,8/23/2019,12/11/2019,1/1/2020,1/4/2020,USD,19,49,91,13,8,0.075,201.00,98.49
SO - 0004798,In-Store,WARE-UHY1004,8/23/2019,12/11/2019,12/19/2019,12/27/2019,USD,4,14,257,29,3,0.075,"3,999.90","2,599.94"
SO - 0004799,In-Store,WARE-NBV1002,8/23/2019,12/12/2019,12/30/2019,1/1/2020,USD,8,21,75,15,3,0.075,"1,788.90","1,234.34"
SO - 0004800,In-Store,WARE-NMK1003,8/23/2019,12/12/2019,12/26/2019,12/27/2019,USD,9,42,202,27,7,0.3,201.00,132.66
SO - 0004801,In-Store,WARE-UHY1004,8/23/2019,12/12/2019,12/17/2019,12/21/2019,USD,6,9,231,34,4,0.075,241.20,106.13
SO - 0004802,In-Store,WARE-MKL1006,8/23/2019,12/12/2019,12/20/2019,12/25/2019,USD,7,41,364,39,4,0.075,"1,065.30",798.98
SO - 0004803,In-Store,WARE-NMK1003,8/23/2019,12/12/2019,12/16/2019,12/17/2019,USD,2,28,108,15,4,0.075,"2,432.10","1,507.90"
SO - 0004804,In-Store,WARE-UHY1004,8/23/2019,12/12/2019,1/7/2020,1/8/2020,USD,4,17,237,46,2,0.05,"3,825.70","3,137.07"
SO - 0004805,Distributor,WARE-NMK1003,8/23/2019,12/12/2019,12/29/2019,12/31/2019,USD,20,9,188,25,7,0.075,"5,393.50","3,937.26"
SO - 0004806,In-Store,WARE-XYS1001,8/23/2019,12/12/2019,12/14/2019,12/23/2019,USD,6,29,33,26,7,0.4,"3,986.50","1,674.33"
SO - 0004807,Distributor,WARE-XYS1001,8/23/2019,12/12/2019,12/16/2019,12/17/2019,USD,23,14,7,45,5,0.075,"1,005.00",582.90
SO - 0004808,Distributor,WARE-UHY1004,8/23/2019,12/13/2019,1/4/2020,1/7/2020,USD,24,23,249,47,7,0.2,"6,036.70","2,837.25"
SO - 0004809,Online,WARE-XYS1001,8/23/2019,12/13/2019,1/1/2020,1/2/2020,USD,18,9,14,46,7,0.05,"2,385.20","1,311.86"
SO - 0004810,In-Store,WARE-PUJ1005,8/23/2019,12/13/2019,1/7/2020,1/10/2020,USD,8,39,323,2,8,0.1,"1,072.00",771.84
SO - 0004811,Online,WARE-PUJ1005,8/23/2019,12/13/2019,1/9/2020,1/15/2020,USD,12,20,284,11,7,0.1,"5,085.30","2,695.21"
SO - 0004812,In-Store,WARE-NMK1003,8/23/2019,12/13/2019,1/10/2020,1/18/2020,USD,2,6,103,10,5,0.15,"3,845.80","1,922.90"
SO - 0004813,In-Store,WARE-PUJ1005,8/23/2019,12/13/2019,12/22/2019,12/23/2019,USD,8,24,322,24,6,0.4,"1,286.40",668.93
SO - 0004814,In-Store,WARE-UHY1004,8/23/2019,12/13/2019,12/28/2019,1/1/2020,USD,4,12,250,1,8,0.075,"1,078.70",809.03
